============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  H(18.1 MeV) ==> Layer 1( 1.51 mm) ========================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T  232  1 .6231188E+07   1513000E+01  .1544E+06 -.2901E+06   .9995621  .0232046 -.0183612
T  233  1 .5778536E+07   1513000E+01 -.1479E+06 -.9051E+05   .9986913 -.0210619  .0466064
T  234  1 .6065496E+07   1513000E+01 -.1441E+06 -.1889E+01   .9997713 -.0122183 -.0175515
T  235  1 .5776581E+07   1513000E+01  .1921E+06  .4834E+06   .9449382 -.0156327  .3268754
T  236  1 .5888162E+07   1513000E+01  .3120E+06  .1625E+06   .9983400  .0467707  .0336110
T  237  1 .6040778E+07   1513000E+01  .1001E+06  .9336E+05   .9983833  .0551820 -.0136288
T  238  1 .5997589E+07   1513000E+01 -.1098E+06  .1214E+05   .9966248  .0695647 -.0435853
T  239  1 .6015138E+07   1513000E+01 -.2622E+05 -.2741E+06   .9984990  .0341035 -.0428573
T  240  1 .6302779E+07   1513000E+01  .1657E+05 -.3934E+06   .9988348 -.0051698 -.0479821
T  241  1 .6376875E+07   1513000E+01 -.2906E+06  .4900E+06   .9998011 -.0171391 -.0102009
T  242  1 .6508109E+07   1513000E+01  .5434E+06  .1996E+06   .9941728  .0805633  .0716245
T  243  1 .6292014E+07   1513000E+01 -.1434E+06 -.9407E+05   .9965001 -.0752306 -.0364392
T  244  1 .5812386E+07   1513000E+01 -.3032E+05  .1715E+06   .9994720 -.0068312 -.0317648
T  245  1 .6214552E+07   1513000E+01 -.3449E+06 -.2635E+05   .9976995 -.0370584 -.0567657
T  246  1 .6325239E+07   1513000E+01 -.6032E+06 -.2910E+06   .9946560 -.0736002 -.0724047
T  247  1 .6385319E+07   1513000E+01  .2695E+06  .3264E+06   .9973420 -.0599508  .0414111
T  248  1 .6395302E+07   1513000E+01 -.4209E+05 -.3959E+05   .9991863 -.0391910 -.0095333
T  249  1 .5804495E+07   1513000E+01 -.5530E+06 -.3930E+06   .9987968 -.0204595 -.0445679
T  250  1 .6176635E+07   1513000E+01 -.1601E+05 -.3485E+04   .9949699 -.0859716  .0514172
T  251  1 .6653672E+07   1513000E+01 -.3064E+06  .3567E+05   .9987953 -.0324938  .0367698
T  252  1 .5877611E+07   1513000E+01  .5775E+06  .1512E+06   .9966578  .0449165  .0682325
T  253  1 .6059175E+07   1513000E+01  .9648E+06 -.1438E+06   .9964750  .0817806 -.0186950
T  254  1 .5891011E+07   1513000E+01  .5531E+05  .5288E+05   .9992428 -.0380029 -.0083414
T  255  1 .5892708E+07   1513000E+01  .2693E+06  .4353E+06   .9990069  .0238892  .0376111
T  256  1 .5895034E+07   1513000E+01  .7336E+05  .2032E+06   .9998772  .0091930 -.0126881
T  257  1 .5998979E+07   1513000E+01  .7838E+06  .2650E+06   .9930512  .1044205  .0542745
T  258  1 .6491817E+07   1513000E+01  .1025E+06  .7539E+05   .9994869  .0089049 -.0307667
T  259  1 .5495653E+07   1513000E+01  .8990E+06 -.7021E+05   .9903769  .1178526  .0725562
T  260  1 .6295778E+07   1513000E+01 -.1275E+06 -.5870E+04   .9986349  .0044609 -.0520419
T  261  1 .6647149E+07   1513000E+01 -.4136E+06 -.3106E+06   .9989590 -.0303415  .0340622
T  262  1 .6677761E+07   1513000E+01  .6001E+06  .9465E+05   .9991008  .0348467  .0241518
T  263  1 .6870682E+07   1513000E+01  .5325E+06  .2254E+06   .9949594  .0712083  .0706050
T  264  1 .5783315E+07   1513000E+01 -.6357E+05  .4103E+04   .9987213 -.0460516 -.0208590
T  265  1 .6236243E+07   1513000E+01  .1194E+06 -.9167E+05   .9943907 -.0742247 -.0753514
T  266  1 .5960345E+07   1513000E+01 -.7079E+06 -.1593E+06   .9975904 -.0685008 -.0109977
T  267  1 .6529420E+07   1513000E+01  .4385E+06  .1798E+06   .9979600  .0625018 -.0130109
T  268  1 .5923890E+07   1513000E+01 -.6137E+04 -.3622E+06   .9978333 -.0173969 -.0634516
T  269  1 .6292957E+07   1513000E+01 -.1093E+06  .6848E+06   .9912278 -.0576812  .1189130
T  270  1 .5838741E+07   1513000E+01  .3554E+06 -.2786E+06   .9995125 -.0001012 -.0312206
T  271  1 .5883285E+07   1513000E+01 -.1352E+06 -.2994E+06   .9997433 -.0034322 -.0223948
T  272  1 .6352236E+07   1513000E+01  .3665E+04 -.1885E+05   .9996718 -.0232240  .0108117
T  273  1 .5846115E+07   1513000E+01 -.1008E+07  .1222E+06   .9852925 -.1683253  .0294143
T  274  1 .6638742E+07   1513000E+01 -.3087E+05 -.4434E+06   .9981949  .0556101 -.0226830
T  275  1 .6419306E+07   1513000E+01 -.2543E+06  .1130E+06   .9992206 -.0394743 -.0002493
T  276  1 .5631072E+07   1513000E+01 -.6863E+06 -.3965E+06   .9947216 -.0983979 -.0290994
T  277  1 .6193882E+07   1513000E+01 -.1281E+06 -.3343E+06   .9977022 -.0670668 -.0096056
T  278  1 .6263936E+07   1513000E+01 -.5317E+05 -.3765E+06   .9987980  .0281203 -.0401467
T  279  1 .6537992E+07   1513000E+01 -.5334E+05 -.4863E+05   .9956907 -.0906027  .0197807
T  280  1 .6031432E+07   1513000E+01  .4652E+06  .1675E+06   .9952655  .0581910  .0778483
T  281  1 .5870693E+07   1513000E+01  .8018E+05 -.5799E+06   .9971110  .0156104 -.0743374
T  282  1 .5867171E+07   1513000E+01 -.5641E+05 -.3240E+06   .9993693 -.0139482 -.0326563
T  283  1 .6141368E+07   1513000E+01 -.4226E+06  .7298E+06   .9860397 -.0929405  .1381588
T  284  1 .5973569E+07   1513000E+01 -.2435E+04 -.3342E+05   .9998983  .0127614 -.0063611
T  285  1 .6071866E+07   1513000E+01  .1582E+06  .3303E+06   .9991638 -.0026242  .0408024
T  286  1 .5185385E+07   1513000E+01 -.4706E+06  .5321E+06   .9920034 -.0306430  .1224350
T  287  1 .6372117E+07   1513000E+01 -.4975E+05  .3872E+06   .9952654 -.0181033  .0954935
T  288  1 .6338957E+07   1513000E+01 -.1439E+06  .5718E+06   .9975533  .0141964  .0684529
T  289  1 .5549319E+07   1513000E+01  .3550E+06  .9811E+05   .9990322  .0370036 -.0237800
T  290  1 .6079346E+07   1513000E+01 -.7491E+06 -.1028E+06   .9748915 -.2165164  .0520318
T  291  1 .5497450E+07   1513000E+01 -.4564E+05  .2349E+06   .9998475  .0029837  .0172080
T  292  1 .6256222E+07   1513000E+01  .2869E+06 -.8465E+06   .9929908  .0729685 -.0929775
T  293  1 .6325237E+07   1513000E+01 -.6256E+04 -.1553E+06   .9991903 -.0029942 -.0401219
T  294  1 .5782491E+07   1513000E+01  .1214E+05 -.1600E+06   .9999852 -.0001491  .0054372
T  295  1 .6052832E+07   1513000E+01 -.4060E+06 -.8480E+05   .9974983 -.0674810  .0210579
T  296  1 .5450730E+07   1513000E+01 -.5292E+06  .6379E+05   .9991436 -.0405543 -.0082118
T  297  1 .6154837E+07   1513000E+01 -.1077E+06  .2454E+06   .9994191  .0224671  .0256271
T  298  1 .5714255E+07   1513000E+01  .4346E+06  .2917E+06   .9902895  .0324513  .1351800
T  299  1 .6050269E+07   1513000E+01  .1363E+07  .8523E+05   .9827417  .1849832  .0001002
T  300  1 .5858385E+07   1513000E+01  .8651E+06  .1259E+07   .9921026  .0297381  .1218528
T  301  1 .6320715E+07   1513000E+01 -.5237E+04 -.4872E+06   .9980706 -.0539876 -.0306657
T  302  1 .4664468E+07   1513000E+01 -.2691E+06 -.3656E+05   .9999448 -.0095448 -.0043902
T  303  1 .6169906E+07   1513000E+01  .3427E+05 -.2713E+06   .9999372 -.0064182 -.0091881
T  304  1 .5742694E+07   1513000E+01 -.3097E+06  .4913E+06   .9966995 -.0150675  .0797686
T  305  1 .6250571E+07   1513000E+01 -.1773E+06 -.1080E+06   .9986592 -.0468578 -.0220050
T  306  1 .6843556E+07   1513000E+01  .1997E+06  .2430E+06   .9990974 -.0127444 -.0405218
T  307  1 .6148480E+07   1513000E+01 -.2414E+04  .1090E+06   .9989638 -.0451863  .0054293
T  308  1 .5877429E+07   1513000E+01 -.1839E+06  .5175E+06   .9948110 -.0440888  .0916915
T  309  1 .5967379E+07   1513000E+01  .1470E+06  .3404E+06   .9913530  .0961709  .0892775
T  310  1 .5711940E+07   1513000E+01  .8050E+06  .5133E+05   .9914490  .1296944  .0144289
T  311  1 .6209571E+07   1513000E+01  .6388E+05 -.1457E+06   .9989391 -.0329006  .0322210
T  312  1 .6239955E+07   1513000E+01 -.3503E+06 -.7400E+05   .9922483 -.0735181 -.1001917
T  313  1 .5335607E+07   1513000E+01  .5765E+06  .6472E+05   .9966549  .0764565  .0288695
T  314  1 .6506020E+07   1513000E+01 -.9055E+05 -.3698E+06   .9933174 -.0854279 -.0776056
T  315  1 .6346500E+07   1513000E+01 -.3670E+04 -.6162E+06   .9953381 -.0337362 -.0903548
T  316  1 .6012881E+07   1513000E+01 -.5472E+06 -.4457E+05   .9996818 -.0250696  .0027903
T  317  1 .5918943E+07   1513000E+01  .9905E+06 -.7031E+06   .9808621  .1917662  .0336931
T  318  1 .6511811E+07   1513000E+01 -.8989E+05 -.2398E+06   .9988948  .0469906 -.0010378
T  319  1 .6389265E+07   1513000E+01  .3076E+06  .1068E+07   .9784755  .0156102  .2057718
T  320  1 .6141491E+07   1513000E+01  .1193E+06  .4524E+06   .9983775 -.0438846  .0362826
T  321  1 .6311942E+07   1513000E+01  .1927E+06  .2581E+06   .9995531  .0283971 -.0093422
T  322  1 .5887552E+07   1513000E+01 -.2604E+06  .6850E+04   .9958363 -.0689504  .0596308
T  323  1 .5524440E+07   1513000E+01  .3882E+06 -.2136E+05   .9989949 -.0189471 -.0406225
T  324  1 .6090136E+07   1513000E+01 -.5435E+06  .7538E+05   .9878827 -.1399661  .0670611
T  325  1 .6411470E+07   1513000E+01 -.5424E+06  .1751E+06   .9942972 -.0922478  .0535117
T  326  1 .5632754E+07   1513000E+01 -.6779E+06 -.4770E+06   .9957897 -.0893796 -.0203531
T  327  1 .5882589E+07   1513000E+01 -.4391E+06 -.4197E+06   .9944129  .0671765 -.0814267
T  328  1 .6246479E+07   1513000E+01 -.1630E+06 -.1063E+06   .9984890 -.0322742 -.0444758
T  329  1 .6212508E+07   1513000E+01 -.1140E+06  .8134E+06   .9865524  .0258506  .1613883
T  330  1 .5441902E+07   1513000E+01  .7294E+06 -.7152E+06   .9819587  .0648687 -.1776206
T  331  1 .6183706E+07   1513000E+01 -.4061E+06  .1143E+06   .9974345 -.0561787  .0443668
T  332  1 .6011147E+07   1513000E+01  .1308E+06  .2077E+06   .9976093  .0599890  .0343077
T  333  1 .6361633E+07   1513000E+01  .1485E+06  .6344E+05   .9991316  .0261810  .0324144
T  334  1 .6375865E+07   1513000E+01  .3817E+06 -.3100E+06   .9995441  .0301748  .0010038
T  335  1 .6237326E+07   1513000E+01  .1331E+06 -.3504E+06   .9987263  .0056632 -.0501376
T  336  1 .6031456E+07   1513000E+01 -.2304E+06 -.2008E+06   .9966444  .0322901 -.0752144
T  337  1 .5737979E+07   1513000E+01 -.8746E+05  .2773E+06   .9972118 -.0008061  .0746184
T  338  1 .6272827E+07   1513000E+01 -.8384E+06 -.2288E+06   .9930262 -.1174851 -.0098056
T  339  1 .5506111E+07   1513000E+01  .4418E+06  .3630E+06   .9971583  .0190979  .0728742
T  340  1 .6523194E+07   1513000E+01 -.4356E+06  .5578E+06   .9953384 -.0893232  .0363704
T  341  1 .6196353E+07   1513000E+01  .5056E+06  .4477E+05   .9890699  .1294011  .0706827
T  342  1 .6481552E+07   1513000E+01  .3294E+06 -.2654E+06   .9986272  .0424636 -.0306681
T  343  1 .6472521E+07   1513000E+01  .4088E+06  .1265E+06   .9996865  .0107638  .0226043
T  344  1 .5834394E+07   1513000E+01  .1598E+06 -.3280E+06   .9990731 -.0032275 -.0429242
T  345  1 .6758438E+07   1513000E+01 -.2223E+06  .1068E+06   .9954302 -.0401796 -.0866271
T  346  1 .6406714E+07   1513000E+01 -.5795E+06  .2268E+06   .9973362 -.0616646  .0389619
T  347  1 .5868170E+07   1513000E+01  .1527E+06  .1393E+06   .9998972  .0142838  .0012362
T  348  1 .6002094E+07   1513000E+01 -.1114E+06  .3737E+06   .9993584 -.0040123  .0355905
T  349  1 .6263771E+07   1513000E+01  .3760E+05  .5710E+05   .9902628  .1054170  .0909218
T  350  1 .6208667E+07   1513000E+01 -.1787E+06  .4022E+06   .9993573 -.0277765  .0226574
T  351  1 .5751697E+07   1513000E+01  .2940E+06  .5573E+06   .9868966  .0917558  .1327252
T  352  1 .5869695E+07   1513000E+01  .2377E+05  .2272E+06   .9977313 -.0439733  .0509764
T  353  1 .5877022E+07   1513000E+01  .1932E+06 -.1464E+06   .9993786 -.0189056  .0297482
T  354  1 .6154113E+07   1513000E+01  .2844E+06 -.1339E+06   .9946180  .0787760 -.0673010
T  355  1 .6221118E+07   1513000E+01  .4465E+05 -.9539E+03   .9982431 -.0192754  .0560282
T  356  1 .6162696E+07   1513000E+01 -.5787E+02  .1517E+06   .9996238 -.0252641 -.0106777
T  357  1 .5383354E+07   1513000E+01  .4877E+06  .3033E+07   .9348008  .0742777  .3473187
T  358  1 .6289235E+07   1513000E+01 -.6185E+06  .3748E+06   .9917245 -.1121510  .0624879
T  359  1 .6256542E+07   1513000E+01 -.1270E+06 -.1563E+06   .9997403  .0194108 -.0119435
T  360  1 .6527467E+07   1513000E+01 -.6588E+06  .8238E+05   .9971214 -.0721753  .0232288
T  361  1 .5836120E+07   1513000E+01 -.6440E+06  .6345E+06   .9642585 -.1303996  .2306543
T  362  1 .6235592E+07   1513000E+01  .1267E+06  .1259E+06   .9981912 -.0107099  .0591574
T  363  1 .5608921E+07   1513000E+01 -.3059E+06 -.6653E+05   .9973522 -.0596436  .0416085
T  364  1 .5656944E+07   1513000E+01  .3795E+06  .2734E+06   .9901751  .0787902  .1155224
T  365  1 .6399842E+07   1513000E+01  .1022E+06  .2943E+05   .9995827  .0105828 -.0268783
T  366  1 .6005650E+07   1513000E+01 -.2482E+06 -.9934E+05   .9987001 -.0505982  .0061641
T  367  1 .5865015E+07   1513000E+01 -.2075E+06 -.1856E+05   .9983800 -.0555783  .0121856
T  368  1 .5908400E+07   1513000E+01 -.3473E+06 -.2189E+05   .9989058 -.0089532 -.0459021
T  369  1 .5574127E+07   1513000E+01  .2621E+05  .5019E+06   .9940862  .0309064  .1041032
T  370  1 .6074163E+07   1513000E+01 -.4610E+06  .1160E+06   .9996654 -.0096431  .0240027
T  371  1 .6102982E+07   1513000E+01  .4095E+06 -.5030E+06   .9920342  .0838099 -.0940424
T  372  1 .6213867E+07   1513000E+01  .9858E+06  .2076E+06   .9857772  .1657636  .0276734
T  373  1 .5939778E+07   1513000E+01 -.7637E+04 -.4424E+06   .9987243 -.0504567 -.0019480
T  374  1 .6133448E+07   1513000E+01  .1229E+05  .4787E+05   .9983512  .0350054  .0454923
T  375  1 .6006794E+07   1513000E+01 -.1944E+05 -.7367E+06   .9950824  .0419171 -.0897440
T  376  1 .6579405E+07   1513000E+01  .1989E+06  .5011E+06   .9974085  .0503154  .0514271
T  377  1 .6077773E+07   1513000E+01  .4668E+06 -.5231E+06   .9987601  .0331976 -.0370969
T  378  1 .6153957E+07   1513000E+01 -.6574E+05 -.5904E+05   .9998572 -.0028719 -.0166562
T  379  1 .6306384E+07   1513000E+01 -.5388E+06  .9428E+06   .9933420 -.0509857  .1033064
T  380  1 .6679374E+07   1513000E+01 -.1813E+06  .9750E+05   .9984223 -.0264930 -.0495082
T  381  1 .6185274E+07   1513000E+01  .6173E+05 -.9230E+05   .9940835  .0562365 -.0929275
T  382  1 .5939917E+07   1513000E+01  .1334E+06 -.2118E+06   .9934799  .0891828 -.0710215
T  383  1 .6202413E+07   1513000E+01  .5661E+05  .3409E+06   .9974290 -.0661370  .0275902
T  384  1 .5957516E+07   1513000E+01 -.4426E+06  .1578E+06   .9996869 -.0205991  .0142051
T  385  1 .6399842E+07   1513000E+01 -.1019E+06  .3487E+06   .9949089 -.0303632  .0960957
T  386  1 .6356115E+07   1513000E+01  .8927E+05  .3379E+06   .9989744  .0117621  .0437247
T  387  1 .6440375E+07   1513000E+01  .2710E+06 -.4907E+06   .9946299  .0400330 -.0954401
T  388  1 .6077422E+07   1513000E+01 -.4676E+06 -.4577E+06   .9819716 -.1353952 -.1319091
T  389  1 .6208543E+07   1513000E+01 -.7666E+06 -.1246E+07   .9743353 -.1726728 -.1444120
T  390  1 .6158939E+07   1513000E+01  .2813E+06  .3960E+06   .9960509 -.0120090  .0879678
T  391  1 .6202117E+07   1513000E+01  .2455E+06  .2164E+06   .9962268  .0848552 -.0182158
T  392  1 .6203160E+07   1513000E+01 -.8802E+05 -.5499E+06   .9989574  .0156200 -.0428961
T  393  1 .6099510E+07   1513000E+01  .3383E+06  .2436E+06   .9936525  .1094825  .0258511
T  394  1 .6397278E+07   1513000E+01 -.1488E+06 -.4319E+06   .9907605 -.0941400 -.0976282
T  395  1 .5947838E+07   1513000E+01  .1079E+06  .4760E+06   .9973236  .0510492  .0523412
T  396  1 .5936730E+07   1513000E+01  .8827E+06 -.1849E+06   .9884709  .1181445 -.0946946
T  397  1 .6403062E+07   1513000E+01  .8112E+05  .1719E+06   .9993791  .0350049 -.0040113
T  398  1 .5960944E+07   1513000E+01 -.3369E+06 -.3066E+06   .9992759 -.0375663  .0060361
T  399  1 .6445697E+07   1513000E+01  .4677E+05  .2150E+06   .9967045  .0274763  .0763234
T  400  1 .6343351E+07   1513000E+01 -.5839E+05 -.1822E+06   .9996833  .0245420 -.0055725
T  401  1 .5773906E+07   1513000E+01 -.4093E+06 -.1331E+06   .9957819 -.0717678 -.0571644
T  402  1 .6446476E+07   1513000E+01  .1309E+06  .1935E+05   .9990722  .0420487 -.0093096
T  403  1 .5606825E+07   1513000E+01 -.4493E+05  .3184E+06   .9946694  .0095119  .1026757
T  404  1 .5705189E+07   1513000E+01  .1935E+06 -.4238E+06   .9937003 -.0542405 -.0980700
T  405  1 .5705957E+07   1513000E+01  .1618E+06  .1334E+06   .9990295  .0342993  .0276351
T  406  1 .6217087E+07   1513000E+01  .1385E+06  .4345E+06   .9980444  .0168973  .0601820
T  407  1 .6321263E+07   1513000E+01 -.7320E+05  .6424E+02   .9997024 -.0046571 -.0239467
T  408  1 .5890316E+07   1513000E+01 -.7464E+06 -.6218E+06   .9873630 -.1086155 -.1153990
T  409  1 .6263727E+07   1513000E+01  .1367E+07  .4085E+06   .9882772  .1509356  .0229470
T  410  1 .5827101E+07   1513000E+01  .3117E+05  .5055E+06   .9951881  .0127998  .0971433
T  411  1 .6340865E+07   1513000E+01 -.2488E+06  .1932E+06   .9990025 -.0339987  .0289508
T  412  1 .5804408E+07   1513000E+01  .5644E+05 -.5162E+05   .9974064  .0710584 -.0114501
T  413  1 .6437071E+07   1513000E+01  .2801E+05  .1174E+06   .9995136  .0066205  .0304739
T  414  1 .6075482E+07   1513000E+01  .3310E+06 -.6472E+05   .9862841  .1583710  .0465006
T  415  1 .5967461E+07   1513000E+01  .2676E+06  .5871E+05   .9968797  .0353706  .0705680
T  416  1 .5608232E+07   1513000E+01 -.7087E+04 -.5190E+06   .9928522 -.0482894 -.1091455
T  417  1 .5920936E+07   1513000E+01  .2910E+06 -.7115E+06   .9918302  .0373451 -.1219762
T  418  1 .6530886E+07   1513000E+01  .9206E+06 -.6878E+06   .9882247  .0811453 -.1297202
T  419  1 .6148324E+07   1513000E+01 -.3595E+06  .2822E+06   .9883116 -.1518381  .0136139
T  420  1 .6317120E+07   1513000E+01 -.8505E+05 -.2265E+06   .9999890  .0046212 -.0008350
T  421  1 .5863219E+07   1513000E+01 -.7279E+06  .3676E+06   .9973378 -.0443608  .0578744
T  422  1 .6610497E+07   1513000E+01 -.1957E+06  .6504E+06   .9970214 -.0304913  .0708422
T  423  1 .6289204E+07   1513000E+01  .4776E+06  .4967E+05   .9990784  .0415979 -.0105777
T  424  1 .6038044E+07   1513000E+01 -.7637E+05  .1244E+06   .9998304  .0099276  .0155117
T  425  1 .5795094E+07   1513000E+01 -.3003E+06  .4913E+06   .9957630 -.0365377  .0843864
T  426  1 .6373043E+07   1513000E+01  .3795E+06  .3508E+06   .9961757  .0500221  .0716369
T  427  1 .5185732E+07   1513000E+01  .2675E+06 -.1091E+06   .9974801 -.0337709  .0623934
T  428  1 .6245223E+07   1513000E+01  .2770E+06  .3733E+06   .9982678  .0319048  .0494316
T  429  1 .6709260E+07   1513000E+01 -.5819E+06  .4115E+06   .9882545 -.1419321  .0566420
T  430  1 .5924967E+07   1513000E+01  .5899E+05 -.2334E+06   .9728353 -.0765653 -.2184701
T  431  1 .5748809E+07   1513000E+01 -.1841E+05  .2698E+06   .9984665 -.0546001 -.0091393
T  432  1 .6118195E+07   1513000E+01 -.4531E+05 -.1660E+06   .9991315  .0229774 -.0347602
T  433  1 .6543683E+07   1513000E+01  .2534E+06 -.3202E+06   .9985851 -.0215288 -.0486235
T  434  1 .6025451E+07   1513000E+01 -.1361E+05  .5044E+06   .9974291  .0510045  .0503365
T  435  1 .5742894E+07   1513000E+01 -.2683E+05 -.7834E+05   .9994986 -.0209407  .0237505
T  436  1 .6072455E+07   1513000E+01  .5719E+06 -.7939E+06   .9993380  .0106751 -.0347797
T  437  1 .5906894E+07   1513000E+01  .1607E+06  .4540E+06   .9986991 -.0311947  .0403368
T  438  1 .6131928E+07   1513000E+01  .2395E+06 -.8557E+05   .9998642  .0129985  .0101291
T  439  1 .6299253E+07   1513000E+01  .7327E+06  .1747E+05   .9961156  .0876103 -.0088397
T  440  1 .6652189E+07   1513000E+01 -.1373E+06  .2451E+06   .9983679 -.0316154  .0475615
T  441  1 .6171625E+07   1513000E+01  .6097E+05 -.2364E+06   .9976250  .0590619  .0354410
T  442  1 .6035693E+07   1513000E+01  .6608E+06  .2000E+06   .9980008  .0631996  .0004313
T  443  1 .5823295E+07   1513000E+01  .4411E+06  .4234E+05   .9965174  .0833535  .0022968
T  444  1 .6276404E+07   1513000E+01  .1756E+06 -.2191E+05   .9992008 -.0186922 -.0353310
T  445  1 .6110297E+07   1513000E+01 -.7174E+06 -.1741E+06   .9957914 -.0853780 -.0333190
T  446  1 .6110524E+07   1513000E+01  .2750E+06  .2252E+06   .9965515  .0439802  .0703626
T  447  1 .6006970E+07   1513000E+01 -.2591E+06 -.1022E+06   .9929391  .1155695  .0267504
T  448  1 .6344345E+07   1513000E+01 -.2990E+06  .1684E+06   .9982583 -.0519837 -.0278938
T  449  1 .5698550E+07   1513000E+01  .4958E+06  .8381E+06   .9950356  .0565681  .0818792
T  450  1 .6306099E+07   1513000E+01 -.5849E+05 -.3676E+06   .9988806 -.0144924 -.0450291
T  451  1 .6217040E+07   1513000E+01 -.3397E+06  .1613E+06   .9965314 -.0791529 -.0256896
T  452  1 .6019842E+07   1513000E+01 -.2084E+06 -.2478E+06   .9894491 -.1081835 -.0963682
T  453  1 .5923436E+07   1513000E+01  .5963E+06 -.1665E+06   .9997575  .0112316 -.0189411
T  454  1 .5959096E+07   1513000E+01 -.5086E+05 -.1745E+06   .9951443 -.0827903 -.0532324
T  455  1 .5766599E+07   1513000E+01  .8553E+06 -.3131E+06   .9950902  .0812742 -.0564805
T  456  1 .5657247E+07   1513000E+01  .1715E+06 -.1954E+06   .9995735  .0286937 -.0054254
T  457  1 .6288955E+07   1513000E+01 -.8576E+05 -.1576E+06   .9988963  .0362165  .0299077
T  458  1 .4974298E+07   1513000E+01 -.3950E+06  .2466E+06   .9966078 -.0793265  .0219150
T  459  1 .5665232E+07   1513000E+01 -.5395E+06 -.1477E+06   .9979638 -.0552437 -.0318809
T  460  1 .6003188E+07   1513000E+01 -.2412E+06  .2985E+06   .9980572 -.0244875  .0572904
T  461  1 .6613436E+07   1513000E+01 -.3471E+04 -.5704E+06   .9992702 -.0173317 -.0340405
T  462  1 .6326589E+07   1513000E+01 -.1241E+06  .2293E+06   .9999567  .0088986 -.0027205
T  463  1 .5644896E+07   1513000E+01  .1010E+07  .3279E+06   .9908366  .1350622 -.0010066
T  464  1 .6406861E+07   1513000E+01 -.6901E+05 -.1992E+06   .9995115 -.0228911 -.0212765
T  465  1 .6329767E+07   1513000E+01 -.1031E+07  .9181E+06   .9826676 -.1530669  .1045704
T  466  1 .6369231E+07   1513000E+01 -.4325E+06 -.3925E+05   .9988059 -.0412231 -.0262186
T  467  1 .6108889E+07   1513000E+01 -.1164E+05  .4927E+06   .9970516 -.0301045  .0705814
T  468  1 .5840697E+07   1513000E+01 -.2169E+06  .2098E+05   .9564835 -.2906041  .0262414
T  469  1 .6132368E+07   1513000E+01 -.8193E+06 -.9068E+06   .9941405 -.0790821 -.0736937
T  470  1 .6364636E+07   1513000E+01  .5920E+06  .2464E+06   .9979863  .0342179  .0534086
T  471  1 .6203429E+07   1513000E+01  .5947E+06 -.3219E+06   .9976970  .0675062 -.0066102
T  472  1 .6040846E+07   1513000E+01 -.9371E+04  .1319E+06   .9997669 -.0206460 -.0063127
T  473  1 .5805925E+07   1513000E+01 -.1475E+06  .7129E+06   .9888807  .0595200  .1362800
T  474  1 .6056298E+07   1513000E+01  .3781E+06  .2917E+05   .9998071 -.0168734  .0100561
T  475  1 .6257117E+07   1513000E+01  .4670E+06  .1551E+06   .9975327  .0643053  .0281659
T  476  1 .6105047E+07   1513000E+01 -.3632E+05  .1011E+06   .9978332  .0464653  .0465829
T  477  1 .5992412E+07   1513000E+01  .1951E+06  .3313E+06   .9975371  .0106816  .0693223
T  478  1 .5523319E+07   1513000E+01 -.4042E+06 -.3100E+05   .9964001 -.0847471 -.0021974
T  479  1 .6008937E+07   1513000E+01 -.3251E+06  .5380E+06   .9907930 -.0960400  .0954229
T  480  1 .5631976E+07   1513000E+01 -.1767E+06 -.1914E+06   .9997451 -.0080381 -.0210962
T  481  1 .5997958E+07   1513000E+01  .2473E+06  .3635E+06   .9942323  .0782002  .0733953
T  482  1 .6518576E+07   1513000E+01 -.3092E+06  .3581E+06   .9968947 -.0615635  .0491003
T  483  1 .6276455E+07   1513000E+01 -.4954E+06 -.6361E+06   .9935478 -.0606403 -.0958417
T  484  1 .5869984E+07   1513000E+01  .2427E+06  .4419E+06   .9957144  .0820697  .0426307
T  485  1 .6370062E+07   1513000E+01 -.4047E+06  .1508E+06   .9973604 -.0710883 -.0147855
T  486  1 .6386337E+07   1513000E+01 -.9337E+04 -.3857E+06   .9986176  .0338464 -.0402153
T  487  1 .5651592E+07   1513000E+01  .9582E+05 -.4883E+06   .9995577  .0034179 -.0295433
T  488  1 .6387747E+07   1513000E+01 -.3859E+05 -.2888E+05   .9979878  .0409624 -.0483997
T  489  1 .6031190E+07   1513000E+01  .5719E+06 -.4171E+06   .9969512  .0771731 -.0115169
T  490  1 .6337334E+07   1513000E+01 -.7155E+05 -.2538E+06   .9983858  .0339761 -.0455126
T  491  1 .6103378E+07   1513000E+01 -.1522E+06 -.4301E+06   .9957901 -.0509955 -.0761672
T  492  1 .6368414E+07   1513000E+01  .1226E+06 -.2035E+06   .9996273 -.0253354 -.0101723
